Date received,Product,Consumer complaint narrative,Company,State,Company response to consumer,Resolution_Time_Days,root_cause_category,severity_score,regulatory_risk_flag
2025-07-02,Credit card,"Synchrony Bank used my current mortgage as a reason to decrease and close my credit accounts with them. They said I did not pay down my mortgage fast enough to warrant having credit with them. I feel like they discriminate against people that do refinancing on mortgages. It appears trying to be a home owner, in this economy, has become detrimental to me. Because Synchrony Bank decreased my limits on two cards and one credit account with Paypal and cancelled a card I have not used in a while, other credit cards used this as a reason to lower limits as well. 

Synchrony Bank single-handedly destroyed my good credit by using my mortgage against me.",SYNCHRONY FINANCIAL,CO,Closed with explanation,0,Adverse Action / Credit Limit Reduction,4,True
2025-11-17,Credit card,I have had three accounts with Synchrony Bank. After established account to monitor my cards and keep up with my payment. I have noticed they will block me from login to my account then call me daily that owned money. When called the company like XXXX and XXXX the companies will reported a different amount as much as XXXX amount- and synchrony back representatives will called 5-10 times per day. I have the Banks will block the customers from managing their accounts and keep track of it. They then send my name to credit collectors.,SYNCHRONY FINANCIAL,CA,Closed with explanation,0,Account Access and Debt Collection Practices,4,True
2025-11-12,Credit card,"What happened : I was misled by a XXXX XXXX salesperson into opening a Synchrony Bank credit card under what they described as an interest-free financing promotion. The salesperson never mentioned that this was actually a deferred-interest program. I was told I would pay no interest if I made my payments on time during the promotional period. 

I made every monthly payment on time and never missed a payment. However, I later discovered that Synchrony Banks minimum monthly payment amount was designed so that the balance would not be fully paid off by the end of the promotional period. Because of that small remaining balance, Synchrony charged me over {$3000.00} in interest, applied retroactively to the entire original purchase amount. 

Why this is unfair or deceptive : XXXX XXXX  salesperson misrepresented the financing as interest-free, not deferred interest.

Synchrony Banks payment structure makes it extremely difficult for an ordinary consumer to pay the balance in full within the promotional period. 
The required payoff amount to avoid deferred interest was never clearly disclosed on my statements or through clear communication. 
The practice appears intentionally misleading and predatory, trapping consumers into unexpected and excessive finance charges. 

Consumer harm : I was charged over {$3000.00} in interest despite having made all payments on time and in good faith. I would not have accepted the financing had the salesperson or the materials clearly disclosed the true nature of the offer. 

Requested resolution : Refund or removal of the $ XXXX deferred interest charge. 
Investigation into Synchrony Banks and XXXX XXXX  joint promotional and disclosure practices.

Enforcement requiring clear, upfront disclosure that the promotion is deferred interest, not interest-free, and that minimum payments will not pay off the balance in time.

Parties involved : Creditor : Synchrony Bank Retailer XXXX XXXX XXXX Amount involved : Approximately {$3000.00} in deferred interest charges",SYNCHRONY FINANCIAL,,Closed with explanation,0,Misleading marketing and disclosure practices regarding deferred interest,5,True
2025-01-23,Credit card,"I signed up for a Synchrony Verizon Visa card and opted for e-statements when setting up my payment account once I'd received the first bill. That went smoothly for XXXX and XXXX, as shown in my account. Then I inexplicably started getting paper statements. When I finally got around to fixing that, I realized that they were charging me {$1.00} per month "" paper statement '' fees. 

I discovered online that this is quite common for Synchrony, which issues a number of company-branded credit cards -- switching people to expensive paper statements "" for their convenience. '' A chat employee has refunded the fees and states that they sent me an electronic notification -- which I certainly didn't see, and doesn't show on my account -- advising me to set up the account... which I'd already set up. 

My issue is not with getting a refund. It's that countless people are being charged these fees and are not always able to spend the time to get things corrected. Nor should they have to. In my opinion this is simply a predatory practice and should be corrected.",SYNCHRONY FINANCIAL,NC,Closed with explanation,0,Billing Practices,3,True
2025-04-22,Credit card,"My TXXXX XXXX XXXX  number was stolen. The physical card remains in my possession. Somehow, someone was able to get into my account and gain access to my card information as well as login information. They were also able to change the account phone number to their own phone number, which is the only real piece of identifying information that I have. The phone number they changed it to was XXXX. The totalloss was {$2400.00}, over 11 purchases. The dates range from XXXX XXXX, 2025 to XXXX XXXX, 2025. 

I have contacted XXXX XXXX XXXX support at least seven times since finding out about the fraudulent charges. Each time I'm told that a conditional credit will be issued within XXXXXXXX XXXX, yet that never happens. The last time I spoke with a customer service agent, I was told the charges would drop off after the billing cycle ended. That proved to be false when I received yet another statement charging a late fee and interest on top of the fraudulent charges.",TD BANK US HOLDING COMPANY,CA,Closed with explanation,0,Account Takeover and Fraud Resolution Failure,5,True
2025-11-03,Credit card,"We bought a washer, dryer, and freezer about 18 months ago from Best Buy with a Citi Best Buy credit card, using the 18-month financing option. The total was around {$3000.00}. We recently found out that because the 18 months passed, we were charged more than {$2500.00} in interest. 

We understand interest applies after the promo period, but charging nearly the same amount as the original purchase is unreasonable and feels like unfair profit. Even if we missed the deadline, this is excessive. We received no reminder email, and we believe this charge should be reviewed and refunded.","CITIBANK, N.A.",VA,Closed with non-monetary relief,16,Deferred Interest Disclosure,4,True
2025-03-19,Credit card,"I got a mattress from Mattress Firm where I was encouraged to apply for store credit to help me budget. 
I was accepted for a store credit with a budget that covered the mattress. 

Synchrony handles the payments and approved my store credit. 
Multiple times, I've spoke to employees with loud background noise that make it unprofessional and untrustworthy to share information with over the phone. Such as dogs barking, people chatting loudly in the background. 

Today XX/XX/year>, I made a Synchrony employee aware that I was filing a report with the credit bureau because he said "" alright I can not help you '' because I would not give him my personal card information over the phone, so he could manually process a payment. 

I have 2 cards on file with Synchrony website. 

Synchrony is sending me emails confirming and thanking my payment, although they are not deducting the payment from my account balance. 
This is causing late payment fees with warnings that my account will be closed due to payment failure. 
My credit score has drastically dropped XXXX points after applying for this mattress credit and it continues to do so. I have asked Synchrony employees to help configure what is going on, to dispute late payments or overall speak to someone who is aware of the situation. 
Employee asks for my card information so he can put it in manually, stating that I have a card from an unidentified bank on file. Although, Synchrony has taken payments from multiple cards of mine, in the past with no problem. 
The balance with the credit card goes unpaid, even while I get payment confirmations, thanking my payment. 
Essentially, this is my first time applying for credit and there is some sort of fraud going on while stealing my credit.",SYNCHRONY FINANCIAL,WA,Closed with explanation,0,Billing and Payment Processing Errors,5,True
2025-01-10,Credit card,"I was grabbed by an XXXX XXXX  man as I walked into the XXXX XXXX at XXXX. I asked what the problem was, and told no problem as I have XXXX XXXX correct. Yes why? He asked to see my card as they were setting people up for the XXXX XXXX line. Told him I did not have that and he looked at my cc and told me I qualify for XXXX XXXX  for 1 year. I will get a refund of {$190.00} after XXXX weeks. It's been XXXX weeks with no refund and I called Amex. They were so happy to hear from a customer for 26 years but said my card did not qualify. Then why was your representative telling me it did and actually pushing me through the steps. I called Amex who told me to call XXXX XXXX, I called XXXX XXXX who was like sorry but it is what it is, I have had people complain about this lately but I can't do anything for you sorry sorry sorry. Sorry is not going to cut when you lie and commit fraud. She told me it was my perogative to file a complaint. Yes it is. I am over the fraudulent claims and harassing nature of these companies, It needs to stop now. I hope you can help. I was up there with my sister who got diagnosed with XXXX on XX/XX/XXXX and died XX/XX/XXXX. I do not appreciate the fraudulent tactics of this company. I was traveling alone and had my husband when with me he may have scared them off. Please help with this egregious situation, praying on women alone is also very shabby business dealings.",AMERICAN EXPRESS COMPANY,GA,Closed with explanation,12,Deceptive Marketing and Fraudulent Sales Practices,5,True
2025-03-09,Credit card,Went to the store and they offered a credit card but didnt disclose any details or information about leaving any hard inquiries on my report. The cashier at the store didnt explain anything about promotion or any details about the credit card. I never received anything. Per law 15USC1681b it should be removed immediately from my credit report.,U.S. BANCORP,CA,Closed with non-monetary relief,0,Inadequate Disclosure,3,True
2025-09-12,Credit card,"I am a victim of identity theft. My credit reports shows multiple unauthorized hard inquiries, accounts in collections, and late payments for accounts I never opened or approved. These items are fraudulent and do not belong to me. I am requesting a full investigation and the removal of these accounts and inquiries from my credit file.",Experian Information Solutions Inc.,PA,Closed with explanation,0,Identity Theft,5,True
2025-01-03,Credit card,Commenity Bank has repeatedlyvcharged excessive late fees and interest on my cards. They told me their policy doesn't allow for waiver or late fee removal. Then told me they only will remove XXXX late fee in a XXXX month period and that's not even the full amount only half. But then turned around and said its at the discretion of the company. Their being discriminatory and picking who they waive late fees for. This was not part of the terms and agreement when I got my cards. They've also changed the payment time must be in to avoid a late fee. It went from XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX. They use that threshold to accumulate excessive late fee charges.,"Bread Financial Holdings, Inc.",MI,Closed with explanation,0,Billing and Fee Dispute,4,True
2025-02-21,Credit card,"This letter pertains to my Bank of America credit card account. This is a first draft, and while it lacks some additional details, I was advised to submit this information in writing as soon as possible. Below is the information I have at this time. 

Since opening a new credit card account in XX/XX/XXXX, I have been unable to make online payments through your website. Each attempt resulted in a message stating my account was suspended, despite there being no actual suspension or delinquency on my part. To resolve this issue and make my XXXX XXXX  monthly payments, I contacted your customer service team on the following dates and made payments over the phone : XX/XX/XXXX : Made a payment over the phone ; the representative assured me the issue was resolved. 
XX/XX/XXXX : Made a payment over the phone ; the representative again assured me the issue was fixed. 

XX/XX/XXXX : Made a payment over the phone ; the representative stated it was fixed and, as a precaution, I provided my banking information for direct payments, I think they added the wrong information. 

XX/XX/XXXX : Called to complain after discovering my account had been closed due to XXXX months of missed payments, despite being told on XX/XX/XXXX, that the issue was resolved with direct deposit set up. 

On each occasion, your representatives assured me that the online access problem was corrected and that it would take approximately XXXX hours for the system to update. 

However, the issue was never resolved, and no case was opened to address it, contrary to what I was told. Subsequently, payments for XXXX months were not processedapparently due to incorrect banking informationresulting in missed payments and the closure of my account. 

I am now disputing this matter with Bank of America, seeking a simple resolution. Your technical issues directly caused the closure of my account and subsequent damage to my XXXX XXXX. I have been a Bank of America account holder for XXXX  years and have never missed a payment until this new card was issued and the online payment problems began. 


Thank you for your attention to this matter. I look forward to your response.","BANK OF AMERICA, NATIONAL ASSOCIATION",FL,Closed with explanation,0,Technical System Failure and Customer Service Misinformation,5,True
2025-01-09,Credit card,"I had a fraudulent charge against my Costco VISA card while in XXXX. I received a denial letter which I will try to attach. I called from XXXX to the XXXX fraud line on the card within XXXX minutes of my phone alert sent when my card is charged. Here is a copy of the text message that I received notifying me of the charge : Citi Alert : A {$940.00} international transaction at XXXX XXXX XXXX  was made on card ending in XXXX. View at citi.com/citimobileapp Note that this text message does not include the phrase, XXXX ending in XXXX was not present for the transaction. 

My phone records will prove that I phoned the card fraud line, was told the card was locked, and another would be issued by mail. 

Here are my notes from phone conversations with the company : Credit card fraud for card ending XXXX Date XX/XX/XXXX in XXXX, XXXX XXXX vendor does not exist : XXXX : XXXX XX/XX/XXXX another text from Citi ( XXXX ) XXXX and spoke with XXXX XXXX. She is NOT an investigator. Requested an investigator calll me. I want the transaction time stamps. She said Citi now has another 90 days to resolve. I explained I will start legal action if not resolved in my favor by investigators ... this is not a hard case to investigate. Investigators appear to have not even attempted to locate the vendor. 

I called again today and spoke with XXXX XXXX. The security section and the fraud investigators are different departments. I can not speak to an XXXX. Ive had NO communication from the company since my XX/XX/XXXX phone call, but today I was told that your denial stands. Apparently the reason for this is simply that the alert states my card was present and in my possession. I explained that I did not lose the card, but it was out of my possession to pay for food at a restaurant. We only went to eat and to museums in XXXX, and I was recovering from XXXX. 

The time stamps available to the investigators, but never made available to me, could prove that I could not have been in XXXX locations at once. It would also prove where the card was used in either a second, fraudulent card reader or in XXXX with a chip skimmer. We wanted to warn XXXX XXXX lines about the restaurant because they made the recommendations of the local ones to go to from the hotel. 

The vendor that is found under the name on the charge alert, XXXX is in fact, a construction company, now defunct, near XXXX, XXXX. The investigators didnt even try to find out. 

Contents of the Costco VISA denial letter : Security Services XXXX XXXX XXXX XXXX XXXX, MO XXXX XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX UT XXXX Dear XXXX XXXX : COSTCO cti WHOLESALE Account XXXX : XXXX Your dispute ( XXXX ) has been closed We've completed our investigation and your dispute ( XXXX ) is now closed. 
The card 's XXXX chip was used to make the disputed transaction ( XXXX ) at a chip enabled card reader. You verified that your card was in your possession at the time of the transaction ( XXXX ), so we don't consider this fraudulent activity. 
The charge ( XXXX ) totaling {$970.00} wil remain on your account, under your account activity. Federal Regulations require us to remind you that fi we do not receive the minimum payment due by the date shown on your billing statement, we may report your account as past due to the consumer reporting agencies listed below. 
XXXX XXXX XXXX XXXX XXXX, TX XXXX Sincerely, Trans Union XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, PA XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX GA XXXX Your Security Operations Service Team FEDERAL REGULATIONS REQUIRE THE FOLLOWING STATEMENT NOTICE : The federal Equal Credit Opportunity Act prohibits creditorsfrom discriminating against credit applicants on the basis of race, color, religion, national origin, XXXX, marital status, age ( provided the applicant has the capacity to enter into a binding contract ) ; because all or part of the applicant 's income derives from any public assistance program ; or because the applicant has ni good faith exercised any right under the Consumer Credit Protection Act. The federal agency that administers compliance with this law concerning this creditor si the Consumer Financial Protection Bureau, XXXX XXXX, XXXX, XXXX  XXXX DC XXXX. 
The creditor XXXX XXXX, XXXX, XXXXXXXX XXXX XXXX XXXX XXXX XXXXXXXX, XXXX XXXX. Please direct any questions to the return address on this letter.","CITIBANK, N.A.",UT,Closed with non-monetary relief,0,Fraud Dispute Handling,4,True
2025-12-05,Credit card,"A fraudulent Capital One account ending in XXXX was opened in my name without my knowledge. I submitted an FTC Identity Theft Report, government ID, proof of address, and multiple written disputes. Capital One admitted in writing that it can not provide a signed application or any documentation authenticating the account. They also sent contradictory lettersone requesting my full SSN again ( stalling ), and another claiming no fraud found despite lacking any application or identity-verification records. Capital One continues furnishing unverifiable information in violation of FCRA 605B, 611 ( a ), 623 ( a ) ( 1 ) ( A ), 623 ( a ) ( 8 ), and 1681g ( e ). This is an ongoing problem despite multiple disputes and prior CFPB complaints. I am requesting CFPB assistance to correct this unlawful reporting.",CAPITAL ONE FINANCIAL CORPORATION,MA,Closed with explanation,0,Identity Theft and Credit Reporting Accuracy,5,True
2025-01-14,Credit card,"Subject : Claim Regarding Unresolved Charge for Non-Received Item BestBuy XXXX XX/XX/XXXX I am submitting this claim regarding an unresolved issue with a charge for an item I never received, related to an order placed through BestBuy.com on XX/XX/XXXX. 
XXXX and XXXX XXXX : On XX/XX/XXXX, I placed an order with BestBuy. 
I received an email on XX/XX/XXXX notifying me that the order had been delivered, but when I checked, I could not locate the package. I suspect that XXXX delivered the package to an incorrect address, which has happened frequently in my area. 
XXXX XXXX : On XX/XX/XXXX, I opened a case with XXXX  regarding the missing package. However, on XX/XX/XXXX, XXXX redirected me to BestBuy as they were unable to locate the package. 
Communication with BestBuy : On XX/XX/XXXX, I contacted BestBuy 's customer service, and the conversation was captured in text messages. I was initially offered a replacement, which I declined due to my travel plans.

BestBuy subsequently issued a refund, which they indicated would be provided, in writing. However, I later received an email stating : "" We have completed our investigation and are unable to provide a refund or replacement. All items on this order that have not already been fulfilled have been canceled. We encourage you to work with local law enforcement regarding this matter. '' This response was surprising and unexpected. I then called and spoke with a representative, I was once again assured that a credit would be issued. 
BestBuys Inconsistent Responses : Despite the assurances, I received the same email response about the lack of refund or replacement.

Dispute with Citibank ( BestBuy Credit Card ) : On XX/XX/XXXX, I initiated a dispute on my BestBuy credit card issued by Citibank. 
On XX/XX/XXXX, I received a letter from Citibank indicating that they had determined I was responsible for the charges. 
On XX/XX/XXXX, I contacted Citibank to dispute their findings. I explained that I had been promised a refund in writing and submitted the text exchange as evidence. 
On XX/XX/XXXX, I received another letter from Citibank stating : "" Based on a review of the circumstances surrounding the charge, we have no recourse available to recover the funds. You need to contact the merchant for resolution or to cancel. '' Summary of the Situation : Despite numerous attempts, including communication with both XXXX, BestBuy, and Citibank, I have been unsuccessful in resolving this issue. I am still being held responsible for a charge on my credit card for an item that was never received. 
I am extremely disappointed with the lack of resolution and the continued responsibility for this charge despite all my efforts. I am requesting your assistance in investigating this matter and helping to resolve this issue. 
Thank you for your attention to this claim.","CITIBANK, N.A.",WA,Closed with monetary relief,0,Billing Dispute - Non-receipt of goods,3,True
2025-01-04,Credit card,"Hello, I signed up for PayPal XXXX early in XXXX. They were offering no interest on some purchases if paid in full. I started to suspect something fishy so I closed the account. I also paid off all the promotional purchases before interest was accrued. Apparently the consumer has to call in and designate where they want their payment to go towards. What? Is this legal? 
I cant tell you the amount of time Ive spent calling and chatting. In XXXX I had an agent that actually cared we spent over an hour on the phone. She agreed that theres a double payment being charged. She was sending my case to XXXX different areas within XXXX XXXX. Its now XX/XX/XXXX and theres no resolution. Im disputing a portion of the remaining balance I owe. I need some help please. This is unfair to the consumer and its designed to keep us in debt while they get rich. They beed to be transparent!",SYNCHRONY FINANCIAL,WV,Closed with explanation,20,Billing and Payment Allocation,4,True
2025-11-14,Credit card,On XX/XX/year> i received an alert that a hard inquiry had been done on my credit for the purpose of opening a capitol one credit card. I called capitol one and they said yes someone applied for a credit card and they gave me the phone number of XXXX ( which is NOT mine ). They cancelled the application. I called the credit bureau and reported the fraud and they also said to file with you. I also signed up for fraud alerts through the credit bureau.,CAPITAL ONE FINANCIAL CORPORATION,HI,Closed with explanation,0,Identity Theft,5,True
2025-01-26,Credit card,"On XXXX XXXX XXXX  I made a payment of {$290.00} and since then, I have not used my card. However, I have noticed additional charges appearing on my statement that I do not recognize.",CAPITAL ONE FINANCIAL CORPORATION,CA,Closed with explanation,0,unauthorized_transaction,4,True
2025-12-22,Credit card,"This credit card account is fraudulent and was opened and/or used without my knowledge, consent, or authorization. I did not apply for, authorize, or benefit from this account or any charges associated with it. 

Despite providing notice of fraud, the matter has been subjected to repeated and unnecessary back-and-forth without resolution. As a result, I am preserving all rights and remedies available to me, including the initiation of a civil action to address the unauthorized account, any resulting damages, and violations of applicable state and federal law.","BANK OF AMERICA, NATIONAL ASSOCIATION",CA,Closed with explanation,0,Unknown,1,False
2025-02-19,Credit card,"XXXX of 2024, XXXX XXXX XXXX was supposed to repair my machine and gave me an invoice for {$1300.00}. After they continued to cancel appointments, I called Comenity bank and told them the company was a fraud. They told me no charges had been made on my card and there was nothing they could do until charges were made. When I called back {$1500.00} had been charged on my card and they could not explain except that is what the merchant charged. This began a barrage of phone calls and letter writing because the only people I could speak to were customer care teams, who continued to give me conflicting information regarding the status of the case. XXXX XXXX sent me a letter in XXXX saying the case was closed on XXXX, XXXX. On XX/XX/year>, I received two different letters from two different XXXX XXXX XXXX stating they were still investigating the case. I have talked to over 15 different people at different times, each one giving me conflicting information. I wrote three letters to customer care, two letters to XXXX XXXX, and three certified letters to XXXX XXXX, XXXX. Their constant response has been they talked to the merchant and their findings have not change since the letter they sent me on XX/XX/year>, which I never received. Bread Financial and Comenity Bank have over 300 Complaints against them. Every one of them are similar to mine. They seem to think that because they are such a large corporation, they can afford to ignore the numerous complaints their cardholders are making. Please do something about these entities.","Bread Financial Holdings, Inc.",TX,Closed with explanation,0,Billing Dispute and Customer Service Incompetence,4,True
2025-11-15,Credit card,"I requested via phone call to have my Synchrony Car Care Credit credit line restored back because they randomly decreased my limit significantly and my account is in perfect status ( Was {$1700.00} credit limit paid off with zero balance and decreased to {$250.00} with perfect credit history ). I was told there would be an investigation into this request to see if I could get it restored, and then instead I get a letter that they are closing a different Synchrony Home card of mine that I have never even used with perfect history as well... They ignored my credit line increase restoration request and responded by closing another perfect account. I believe this is malicious because on the phone call I mentioned that my home card I never used and I have never had an issue with my limit being changed, and also said I was going through a mortgage loan process, and these people are hurting my credit on purpose for no reason! I have never been late on any of my credit cards and am in perfect standing with all of my accounts. I want my credit line restored to it's original amount and I want the other card reinstated!",SYNCHRONY FINANCIAL,KY,Closed with explanation,0,Adverse Action / Credit Limit Management,4,True
2025-07-22,Credit card,"[ I received a {$4800.00} cashback check from Bank of America as part of my credit card rewards. I deposited the check into my XXXX account via mobile deposit on XX/XX/year>. On XX/XX/year>, the deposit was reversed and {$4800.00} was deducted from my account. XXXX returned the check unpaid, citing Refer to Maker. I later received a formal returned check notice from XXXX. Upon investigation, I discovered that the routing number captured by Chases mobile deposit system was missing the last digit ( it read XXXX instead of the correct XXXX printed on the check ). This likely caused the system to reject the check either due to the incomplete routing number or some other reason that I am not aware of. Because the deposit was attempted via mobile deposit, the original physical check was never surrendered to XXXX and is still in my possession. It was never cashed or deposited in person. However, Bank of America marked the check as "" cleared '' in their system, even though it was never actually paid out. I contacted their customer service multiple times and was told the cashback was considered paid, and that I needed to follow up with XXXX. XXXX confirmed the check was returned and never cleared. I am now in possession of an official returned check notice issued by XXXX, confirming that the check was never paid or processed, yet Bank of America refuses to reissue the check or return the cashback to my account. I am requesting that Bank of America acknowledge the check was not cashed, correct their internal status, and refund or reissue the cashback. ] This is a follow-up to my original CFPB complaint ( Case : XXXX ) submitted over a month ago. 

After my initial filing, Bank of America contacted me and assigned a Resolution Specialist. However, after our first conversation, the specialist became unreachable. I left two follow-up voicemails but received no response. It has now been over a month without any resolution, despite my providing all relevant documentation.

Since the original complaint, I have received an official return notice from XXXX XXXX  confirming that the check was never paid. I am still in possession of the original physical check, which was never surrendered or processed. 

It is now abundantly clear that Bank of America has not paid out this {$4800.00} cashback, and their internal records claiming the check was "" cleared '' are incorrect. I have made multiple good faith attempts to resolve this directly with Bank of America, but they continue to delay, ignore my follow-ups, and refuse to correct their error. 

As a consumer, I feel I am being treated unfairly and that Bank of America is using procedural deflection to avoid returning money they never actually paid. 

I am now requesting that Bank of America immediately acknowledge the error, correct their internal status, and either reissue the {$4800.00} cashback or credit the amount back to my credit card rewards balance.","BANK OF AMERICA, NATIONAL ASSOCIATION",NY,Closed with monetary relief,0,Billing and Payment Dispute,4,True
2025-01-20,Credit card,"I called American Express on XXXX XXXX for information regarding adding my sister as an authorized user, but during the call the agent suggested that I upgrade my card. I agreed to upgrade because I have been monitoring the promotions regarding the upgrade. I fulfilled my requirements for the upgrade but did not receive the correct miles nor statement credit. I was only given XXXX miles and {$200.00} statement credit but was supposed to receive XXXX miles and {$350.00} statement credit. I have called numerous times and was told I would be contacted however I never received any response. I was also told by agent the calls are monitored and that the back team could go back and credit account if they find an error and would also be able to provide extra miles credit to account since its their fault that the miles for my flight went up and will not NOW have enough miles to pay for the flight.",AMERICAN EXPRESS COMPANY,CA,Closed with explanation,0,Promotional fulfillment failure,3,True
2025-02-22,Credit card,"I previously submitted a complaint regarding the missing fitness credit on my Bank of America ( BOA ) credit card ( credit card number is XXXX ). While I have now received the {$50.00} credit for my XX/XX/year>, charge, I am still missing the {$42.00} + {$8.00} credit from my XX/XX/year>, transaction at XXXX. 

Here is a breakdown of the charges I made, expecting to receive my full {$150.00} annual fitness credit benefit : XX/XX/year> : Charged {$42.00} + {$8.00} = {$50.00} at XXXX XX/XX/year> : Charged {$50.00} at the same fitness provider On XX/XX/year>, a BOA customer service representative confirmed that the {$50.00} credit would be applied by XX/XX/year>, and that additional charges from the same gym would also qualify for the benefit. However, as of today, only the {$50.00} credit for the XX/XX/XXXX charge has been issued, and my {$42.00} + {$8.00} from XX/XX/XXXX remains uncredited. 

I have reached out to BOA multiple times regarding this issue, yet they have not provided a resolution or honored their stated benefits.","BANK OF AMERICA, NATIONAL ASSOCIATION",CA,Closed with explanation,0,Billing Dispute / Benefit Fulfillment,2,False
2025-02-06,Credit card,"XXXX XXXX XXXX XXXX XXXX XXXX Apt XXXX. 
XXXX, GA XXXX XXXX XXXX XX/XX/XXXX TD Bank XXXX XXXX XXXX XXXX XXXX XXXX, MN XXXX Dear Sir/Madam, I am writing to dispute the following information on my credit report as it is the result of identity theft. I have not authorized any transactions or accounts with TD Bank XXXX XXXX XXXX The fraudulent information includes : Account Number : XXXX Date Opened : XX/XX/XXXX Balance : {$1000.00} Under Section 605B of the Fair Credit Reporting Act, I am requesting that you block the reporting of this information to any consumer reporting agencies within four days.

Please investigate this matter and remove the fraudulent information from my credit report. I appreciate your prompt attention to this issue and look forward to your confirmation that the information has been blocked.

Additionally, I would like to bring to your attention the following legal references that support my dispute : 5536 ( a ) ( 1 ) ( A ) ( B ), 5564, and 5565 : These sections highlight the obligations of consumer reporting agencies to reasonably reinvestigate consumer disputes and ensure the accuracy and completeness of information in consumer reports. XXXX, one of the largest consumer reporting agencies, has been found to violate these obligations by failing to forward all relevant information to furnishers, failing to provide adequate notice to consumers of the outcome of their disputes, and failing to utilize reasonable procedures to ensure the accuracy and completeness of information in consumers files. 

These failures hinder the reinvestigation. As a result of the above, XXXX fails to conduct a reasonable reinvestigation and convey all relevant information to furnishers, which causes or increases the risk that inaccurate information remains in consumers files. 

Please investigate this matter and remove the fraudulent information from my credit report. I appreciate your prompt attention to this issue and look forward to your confirmation that the information has been blocked. 

Thank you, XXXX XXXX",TD BANK US HOLDING COMPANY,GA,Closed with non-monetary relief,0,Identity Theft,5,True
2025-01-20,Credit card,"First and foremost, this is a predatory company that preys on healthcare patients. I've been on the 12 month no interest promotion with CareCredit through XXXX for financing. After 12 months, they charged me a hefty fee which I had paid off on XX/XX/XXXX prior to the DUE DATE on XX/XX/XXXX of XXXX. Interest charges was still applied and I contacted CareCredit. The representative I spoke to had agreed to waive the fee ( see attachment of conversation ) and close my account as I did not want anything to do with this company. To my surprise, I received an e-mail notification indicating I have an unpaid interest charge a month later. The customer service rep I spoke to simply said they did not have the ability to waiver but can see past conversations and admitted the mistake, and yet still wants me to make a payment. This is unacceptable and again, this company is predatory in its fine print and everything else, even going back on agreements of interest charge refund.",SYNCHRONY FINANCIAL,VA,Closed with explanation,0,Billing and Interest Dispute,4,True
2025-12-02,Credit card,"XXXX XXXX Synchrony Bank ( CareCredit ) added a deferred interest charge of {$2300.00} on XX/XX/year>, after my deferred-interest promotional period expired. 
I understand how deferred interest works ; however, I recently moved and did not receive timely physical notices. Email reminders were overlooked due to the transition, so I was unaware that the promotion was about to expire. 
I was making consistent monthly payments and did not intentionally miss the deadline. The sudden charge of over {$2300.00} created significant financial hardship. 
I requested a goodwill adjustment or removal of the deferred interest from Synchrony Bank, but the issue remains unresolved. I am seeking CFPB assistance in obtaining a one-time courtesy reversal, which is a common resolution Synchrony provides to similarly situated customers. XXXX XXXX",SYNCHRONY FINANCIAL,TX,Closed with monetary relief,0,Billing and Interest Charges,3,False
2025-08-29,Credit card,"I contacted Citi multiple times by phone, including speaking with a supervisor, about my Citi AAdvantage Mastercard. I explained that the card keeps getting automatically changed to a phantom number across XXXX XXXX and merchants where it is stored for autopay. I did not request a replacement card, and my physical card remains valid. 

Citis response was that this was an XXXX XXXX or merchant issue and I needed to contact each merchant individually. This answer is incorrect because XXXX and merchants can not change the card number only Citi can, through its own automatic update system. Citi has refused to escalate the issue to a technical team, leaving me without a resolution","CITIBANK, N.A.",TX,Closed with non-monetary relief,0,Technical System Error,3,True
2025-12-29,Credit card,"Ask if i can pay when i get my text money, i stop getting my childsupport which i used to pay for groceries but since i stop getting in XXXX i been over drafting my bank account with XXXX  just pay for food and bills for my son and me. I have tried to make small payments XXXX XXXXXXXX {$30.00} a week but XXXX  got hacked and reject severeal payments",SYNCHRONY FINANCIAL,MS,Closed with explanation,0,Financial Hardship and Payment Processing Error,4,True
2025-11-10,Credit card,"My credit report contains late payment entries that I believe are incorrect. In accordance with XXXX U.S.C. XXXX ( b ) and XXXX U.S.C. XXXX, all information on my report must be accurate, complete, and verifiable. I am requesting that these late payments be investigated and verified, and if they can not be fully confirmed, I ask that they be promptly corrected or deleted from my report.",Experian Information Solutions Inc.,AR,Closed with explanation,0,Credit Reporting Dispute,3,True
2025-10-23,Credit card,"Complaint filed by XXXX XXXX XXXX, XXXX, as authorized representative of XXXX XXXX under attached assignment/authorizationagreement. 

I am filing this formal complaint with the Consumer Financial Protection Bureau ( CFPB ) regarding BANK OF AMERICAs failure to properly verify and correct inaccurate information reported on my credit file.

Despite my dispute, the creditor allegedly verified the account as accurate with XXXX  and XXXX  yet has provided no documentation or evidence to support such verification. This is a clear violation of the Fair Credit Reporting Act ( FCRA ), which requires furnishers of information to conduct a reasonable investigation and maintain only accurate and verifiable information. BANK OF AMERICA has failed to provide the requested evidentiary documentation or explain the procedures taken to ensure the accuracy of the information they reported. 

BANK OF AMERICA XXXX....","BANK OF AMERICA, NATIONAL ASSOCIATION",CA,Closed with explanation,0,Credit Reporting Dispute,4,True
